product_name,product_brand,product_model,chipset,ram,graphics,webcams,connectivities,batteries,adapters,operating_system,dimentions,weight,product_price
DELL LATITUDE 3420 CORE I5 11TH GEN 8GB RAM 512GB SSD 14 INCH FULL HD DISPLAY BLACK LAPTOP,Dell,LATITUDE 3420,"Processor Brand- Intel
Processor Model- Core i5-1145G7
Genration- 11th Gen
Processor Frequency- 2.60 GHz to 4.40 GHz Turbo
Processor Core- 4
Processor Thread- 8
CPU Cache- 8 Mb","RAM- 8GB 3200MHz
RAM Type- DDR4
Total RAM Slot- 2
Max RAM Capacity- Up To 32GB",Intel Iris Xe Graphics,Integrated Widescreen HD 720P Webcam,"LAN- 1 RJ-45 Ethernet port
WiFi- Wi-Fi 6 AX201 2x2 802.11ax 160MHz, Intel Dual Band
Bluetooth- Bluetooth 5.2","Number Of Cells- 3
Battery Chemistry- Lithium Ion (Li-Ion)
Battery Capacity- 42 Whr
Power Supply- 65W AC Adapter
",not found,Windows 11 or Windows 10.,326 x 226 x 17.6mm,1.52 kg,not found
Dell Latitude 3420 14 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop with MX350 2GB Graphics,Dell,Latitude 3420," Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)",8GB (1x8GB) 3200MHz DDR4 Up to 32GB ,"NVIDIA MX350 2GB GDDR5
",integrated Widescreen HD 720P Webcam,"Integrated 10/100/1000 Ethernet LAN 
Intel Dual Band Wi-Fi 6 AX201 2x2 802.11ax 160MHz","3 Cell 42Whr ExpressCharge Capable Battery
",65W Type-C Epeat Adapter ,Free DOS ,"17.6 x 326 x 226mm
",Starting Weight: 3.35 lbs (1.52 kg),not found
DELL LATITUDE 14 5420 14 INCH FULL HD DISPLAY CORE I7 11TH GEN 8GB RAM 512 GB SSD LAPTOP,Dell,Latitude 14 5420,"Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz)
","8 GB 3200MHz DDR4 RAM
","Intel Iris Xe Graphics
","720p at 30 fps, widescreen HD RGB camera, Dual-array microphones","Intel Wi-Fi 6 AX201 2x2 .11ax 160MHz
RJ-45 Ethernet port","3 Cell 42Whr ExpressCharge Capable Battery
","65 Watt AC adapter
","Free DOS
","Height: 0.76"" (19.3 mm) x Width: 12.65"" (321.4 mm) x Depth: 8.35"" (212 mm)
","Starting Weight: 3.03 lb (1.37kg)
",not found
DELL INSPIRON 16 5620 CORE I7 12TH GEN 16-INCH FULL HD PLUS DISPLAY 16GB RAM 512GB SSD GEFORCE MX570 2GB GRAPHICS LAPTOP,Dell,INSPIRON 16 5620,"Core i7-1255U 3.50 GHz up to 4.70 GHz 
Processor Core: 10 (Performance-cores- 2 Efficient-cores- 8) 
Processor Thread: 12
CPU Cache: 12MB",16 GB (2 x 8 GB) DDR4 3200 MHz,NVIDIA GeForce MX570 2GB GDDR6,1080p at 30 fps FHD camera,"Intel Wi-Fi 6E (6GHz) AX211 2x2, Bluetooth 5.2
",54 Wh 4-Cell Integrated,65 Watt AC Adapter,Windows 11 Home,"Height: 0.62"" - 0.72"" (15.67mm - 18.3mm)
Width: 14.05"" (356.78 mm)
Depth: 9.92"" (251.9 mm)
","4.12 lbs. (1.87 kg)
",not found
Dell INSPIRON 15 5593 15.6 inch Core i5 10th Gen 8GB RAM 512 GB SSD Backlit Key Laptop with NVIDIA MX230 2GB GDDR5 Graphics,Dell,INSPIRON 15 5593 i5,"10th Generation Intel Core i5-8265U Processor (6MB Cache, up to 3.9 GHz)",8GB DDR-4 2400MHz,NVIDIA GeForce MX230 with 2GB GDDR5 Graphics Memory,Integrated widescreen HD (720p) Webcam with Single Digital Microphone,802.11ac 2x2 WiFi ,"3 Cell Battery, 42WHr",Yes,Windows 10,"Height: 18.0mm - 19.9mm (0.71"" - 0.78"") x Width: 363.96mm (14.33"") x Depth: 249mm (9.80"")",1.83kg (4.03 lbs),not found
Dell Inspiron 15 5510 15.6 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop,Dell,Inspiron 15 5510," Intel Core i7-11370H (12M Cache, 3.30 GHz up to 4.80 GHz, with IPU)
","4GB+4GB (8GB) 3200MHz RAM
",Intel Iris Xe Graphics,"HD 1280 x 720 at 30 fps camera,Dual-array microphones","Intel Wi-Fi 6 2x2 (Gig+)
","4-Cell Battery, 54WHr (Integrated)
",AC adapter,Windows 10,"Height (front): 14.6 mm (0.57"") 
Height (rear): 17.99 mm (0.71"") 
Width: 356.06 mm (14.02"") 
Depth: 228.9 mm (9.01"") ","1.633 kg (3.6 lb)
",not found
Dell Inspiron 15 5510 15.6 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop,Dell,Inspiron 15 5510,"Intel Core i5-11300H (8M Cache, 3.10 GHz up to 4.40 GHz)
","4GB+4GB (8GB) 3200MHz RAM
",Intel Iris Xe Graphics,"HD 1280 x 720 at 30 fps camera,Dual-array microphones","Intel Wi-Fi 6 2x2 (Gig+)
","4-Cell Battery, 54WHr (Integrated)
",AC adapter,Windows 10,"Height (front): 14.6 mm (0.57"") 
Height (rear): 17.99 mm (0.71"") 
Width: 356.06 mm (14.02"") 
Depth: 228.9 mm (9.01"") ","1.633 kg (3.6 lb)
",not found
Dell Inspiron 15 5505 15.6 inch Full HD Display Ryzen 7 4700U 8GB RAM 512GB SSD Laptop,Dell,Inspiron 15 5505,"AMD Ryzen 7 4700U (8MB L3 Cache, 2.0 GHz to 4.1 GHz)
","8GB DDR4 3200MHz RAM (EXTRA RAM SLOT AVAILAVLE, UPGRADABLE UP TO 32GB)
",AMD Radeon Graphics,"720p at 30 fps HD camera, dual-array microphones","802.11ac 1x1 WiFi
","3-cell polymer battery (40 WHr)
","45 Watt AC Adapter
",Windows 10 Home,"Front height: 14.15 mm (0.55 in.) 
Rear height: 17.90 mm (0.70 in.) 
Width: 356.10 mm (14.02 in.) 
Depth: 234.50 mm (9.23 )","1.83 kg (4.03 lb)
",not found
Dell Inspiron 15 5502 15.6 Inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop with MX330 2GB Graphics,Dell,Inspiron 15 5502,"Intel Core i7 1165G7 Processor( 12M Cache, 2.80GHz up to 4.7 GHz with IPU)",8 GB DDR4-3200MHz (Extra Ram Slot Available),Nvidia MX330 2GB GDDR5 Graphics,"Front camera: HD;
Video capturing speed: 30 fps;
Front camera resolution: 1280 x 720 pixels;
Front camera signal format: 720p;
Front camera resolution (numeric): 0.92 MP;","Ethernet LAN data rates: 10, 100 Mbit/s;
Wi-Fi standards: Wi-Fi 5 (802.11ac)","4-Cell Battery, 53WHr (Integrated)",65 Watt AC adapter,Windows 10,"Height: 14.15mm – 17.90mm (0.56"" – 0.70"") | 2. Width: 356.1 mm (14.02"") | 3. Depth: 234.5 mm (9.23"") ",Starting weight: 1.714 kg ,not found
Dell Inspiron 15 5502 15.6 Inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop with MX330 2GB Graphics,Dell,Inspiron 15 5502,"Intel Core i5-1135G7 Processor( 8M Cache, 2.40GHz up to 4.20 GHz)",8 GB 3200MHz DDR4-SDRAM (Extra Ram Slot Available),Nvidia MX330 2GB GDDR5 Graphics,"Front camera: HD;
Video capturing speed: 30 fps;
Front camera resolution: 1280 x 720 pixels;
Front camera signal format: 720p;
Front camera resolution (numeric): 0.92 MP;","Ethernet LAN data rates: 10, 100 Mbit/s;
Wi-Fi standards: Wi-Fi 5 (802.11ac)","4-Cell Battery, 53WHr (Integrated)",65 Watt AC adapter,Windows 10,"Height: 14.15mm – 17.90mm (0.56"" – 0.70"") | 2. Width: 356.1 mm (14.02"") | 3. Depth: 234.5 mm (9.23"") ",Starting weight: 1.714 kg ,not found
Dell Inspiron 15 5502 15.6 Inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop,Dell,Inspiron 15 5502,"Intel Core i5-1135G7 Processor( 8M Cache, 2.40GHz up to 4.20 GHz)",8GB DDR4 3200MHz RAM (Extra Ram Slot Available),Intel Iris Xe Graphics,"Front camera: HD;
Video capturing speed: 30 fps;
Front camera resolution: 1280 x 720 pixels;
Front camera signal format: 720p;
Front camera resolution (numeric): 0.92 MP;","Ethernet LAN data rates: 10, 100 Mbit/s;
Wi-Fi standards: Wi-Fi 5 (802.11ac)","4-Cell Battery, 53WHr (Integrated)",65 Watt AC adapter,Windows 10,"Height: 14.15mm – 17.90mm (0.56"" – 0.70"") | 2. Width: 356.1 mm (14.02"") | 3. Depth: 234.5 mm (9.23"") ",Starting weight: 1.714 kg ,not found
Dell Inspiron 15 3525 Ryzen 7 5825U 15.6 Inch Full HD 120Hz Display 8GB RAM 512GB SSD Laptop,Dell,Inspiron 15 3525,"AMD Ryzen 7 5825U 2.0 GHz, up to 4.5 GHz
Processor Core 8
Processor Thread 16
L1 Cache: 512KB
L2 Cache: 4MB
L3 Cache: 16MB
",8GB DDR4 3200MHz (Support Upto 32GB ),"AMD Radeon Graphics
",720p at 30 fps HD camera,"802.11ac 1x1 WiFi and Bluetooth
","3-Cell Battery (Integrated) 
Battery Capacity 41WHr","65 Watt AC Adapter
","Windows 11 Home
","Height (front): 0.67 in. (16.96 mm) 
Height (rear): 0.83 in. (21.07 mm)
Width: 14.11 in. (358.50 mm)
Depth: 9.27 in. (235.60 mm)","Weight (minimum): 3.71 lbs (1.68 kg)
",not found
DELL INSPIRON 15 3520 15.6 INCH FULL HD DISPLAY INTEL I7 12TH GEN 8GB RAM 512GB SSD LAPTOP,Dell,Inspiron 15 1215U,"Intel Core i7-1255U Processor
12M Cache, up to 4.70 GHz",8GB DDR4 RAM (Extra RAM Slot Available),Intel UHD Graphics ,720p at 30 fps HD camera,"Intel Wi-Fi 6 2x2 (Gig+) 
Bluetooth 5.2
","3-Cell Integrated 
41WHr",Yes,Windows 11,"Height (front): 16.96 mm (0.67 in.) 
Height (rear): 21.07 mm (0.83 in.)
Width: 358.50 mm (14.11 in.)
Depth: 235.56 mm (9.27 in.)","1.65 kg
",not found
Dell Inspiron 15 3511 15.6 Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop with MX350 2GB Graphics,Dell,Inspiron 15 3511,"Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)
",8GB DDR4 3200MHz RAM (Extra RAM Slot Available),"NVIDIA GeForce MX350 with 2GB GDDR5 Graphics
","720p at 30 fps HD camera, single-integrated microphone",802.11ac 1x1 WiFi,"3-Cell Battery, 41WHr (Integrated)
",Yes,Windows 10,"Height (front): 0.68"" (17.50 mm) 
Height (rear): 0.74"" (18.99 mm) 
Width: 14.11"" (358.50 mm) 
Depth: 9.27"" (235.56 mm) ","1.85 kg
",not found
Dell Inspiron 15 3511 15.6 Full HD Display Core i5 11th Gen 8GB RAM 1TB HDD Laptop,Dell,Inspiron 15 3511,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
",8GB DDR4 3200MHz RAM (Extra RAM Slot Available),"Intel Iris Xe Graphics
","720p at 30 fps HD camera, single-integrated microphone",802.11ac 1x1 WiFi,"3-Cell Battery, 41WHr (Integrated)
",Yes,Windows 10,"Height (front): 0.68"" (17.50 mm) 
Height (rear): 0.74"" (18.99 mm) 
Width: 14.11"" (358.50 mm) 
Depth: 9.27"" (235.56 mm) ","1.85 kg
",not found
Dell Inspiron 15 3511 15.6 Full HD Display Core i3 11th Gen 4GB RAM 1TB HDD Laptop,Dell,Inspiron 15 3511,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)",4GB DDR4 3200MHz RAM (Extra RAM Slot Available),Intel UHD Graphics ,"720p at 30 fps HD camera, single-integrated microphone",802.11ac 1x1 WiFi,"3-Cell Battery, 41WHr (Integrated)
",Yes,Windows 10,"Height (front): 0.68"" (17.50 mm) 
Height (rear): 0.74"" (18.99 mm) 
Width: 14.11"" (358.50 mm) 
Depth: 9.27"" (235.56 mm) ","1.85 kg
",not found
Dell Inspiron 15 3501 15.6 INCH Full HD Display Intel Core i5 11TH GEN 4GB RAM 1TB HDD LAPTOP with MX330 2GB graphics,Dell,Inspiron 15 3501,"Intel Core i5-1135G7 Processor (8M Cache,2.40 GHz up to 4.20 GHz)
",4GB DDR4 3200MHz RAM ( Extra Ram Slot Available ),NVIDIA GeForce MX330 with 2GB GDDR5 graphics,HD Webcam,Wireless: 802.11ac WiFi and Bluetooth,"3-Cell, 42Wh battery unit
",Yes,"Windows 10
","Height: 18.0 mm – 19.9 mm (0.71-0.78)
Width: 363.96 mm (14.33)
Depth: 249 mm (9.80)",2.2 kg,not found
Dell Inspiron 15 3501 15.6 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop with MX330 2GB Graphics (Silver),Dell,Inspiron 15 3501,"Intel Core i7-1165G7 Processor (12M Cache,2.80 GHz up to 4.70 GHz, with IPU)
","8GB DDR4 3200MHz RAM (Upgradable up to 32GB)
","NVIDIA GeForce MX330 with 2GB GDDR5 graphics
",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,Wireless: 802.11ac 1x1 WiFi and Bluetooth,"3-Cell, 42Wh battery unit
",Yes,"Windows 10
","Height: 18.0 mm – 19.9 mm (0.71-0.78) 
Width: 363.96 mm (14.33) 
Depth: 249 mm (9.80)",2.2 kg,not found
Dell Inspiron 15 3501 15.6 inch Full HD Display Core i5 11th Gen 8GB RAM 1TB HDD Laptop,Dell,Inspiron 15 3501,"Intel Core i5-1135G7 Processor (8M Cache,2.40 GHz up to 4.20 GHz)
","8GB DDR4 3200MHz RAM 
( Extra Ram Slot Available )
","Intel Iris Xe Graphics
",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,Wireless: 802.11ac 1x1 WiFi and Bluetooth,"3-Cell, 42Wh battery unit
",Yes,"Windows 10
","Height: 18.0 mm – 19.9 mm (0.71-0.78) 
Width: 363.96 mm (14.33) 
Depth: 249 mm (9.80) ",2.2 kg,not found
Dell Inspiron 15 3501 15.6 inch Full HD Display Core i5 11th Gen 4GB RAM 1TB HDD Laptop (Silver),Dell,Inspiron 15 3501,"Intel Core i5-1135G7 Processor (8M Cache,2.40 GHz up to 4.20 GHz)
","4GB DDR4 3200MHz RAM
","Intel Iris Xe Graphics
",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,Wireless: 802.11ac 1x1 WiFi and Bluetooth,"3-Cell, 42Wh battery unit
",Yes,"Windows 10
","Height: 18.0 mm – 19.9 mm (0.71-0.78)
Width: 363.96 mm (14.33)
Depth: 249 mm (9.80)",2.2 kg,not found
Dell Inspiron 15 3501 15.6 inch Full HD Display Core i5 11th Gen 4GB RAM 1TB HDD Laptop,Dell,Inspiron 15 3501,"Intel Core i5-1135G7 Processor (8M Cache,2.40 GHz up to 4.20 GHz)
","4GB DDR4 3200MHz RAM ( Extra Ram Slot Available )
","Intel Iris Xe Graphics
",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,Wireless: 802.11ac 1x1 WiFi and Bluetooth,"3-Cell, 42Wh battery unit
",Yes,"Windows 10
","Height: 18.0 mm – 19.9 mm (0.71-0.78)
Width: 363.96 mm (14.33)
Depth: 249 mm (9.80)",2.2 kg,not found
Dell Inspiron 15 3501 15.6 Full HD Display Core i3 11th Gen 8GB RAM 1TB HDD 512GB SSD Laptop (White),Dell,Inspiron 15 3501,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)",8GB DDR4 RAM (Extra RAM Slot Available),Intel UHD Graphics ,Integrated widescreen HD (720p) Webcam with Single Digital Microphone,Wireless: 802.11ac 1x1 WiFi and Bluetooth,"42Wh battery unit, 5 hours Battery backup time",Yes,Windows 10,"Height: 18.0 mm – 19.9 mm (0.71-0.78)
Width: 363.96 mm (14.33)
Depth: 249 mm (9.80)",2.2 kg,not found
Dell Inspiron 15 3501 15.6 Full HD Display Core i3 11th Gen 8GB RAM 1TB HDD 128GB SSD Laptop,Dell,Inspiron 15 3501,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)",8GB 3200 Mhz DDR4 RAM ( 4 +4 ),Intel UHD Graphics ,Integrated widescreen HD (720p) Webcam with Single Digital Microphone,Wireless: 802.11ac 1x1 WiFi and Bluetooth,"42Wh battery unit, 5 hours Battery backup time",Yes,Windows 10,"Height: 18.0 mm – 19.9 mm (0.71-0.78)
Width: 363.96 mm (14.33)
Depth: 249 mm (9.80)",2.2 kg,not found
Dell Inspiron 15 3501 15.6 Full HD Display Core i3 11th Gen 4GB RAM 256GB SSD Laptop (Soft Mint),Dell,Inspiron 15 3501,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)",4GB DDR4 3200 MHz RAM (Extra RAM Slot Available),Intel UHD Graphics ,Integrated widescreen HD (720p) Webcam with Single Digital Microphone,Wireless: 802.11ac 1x1 WiFi and Bluetooth,"42Wh battery unit, 5 hours Battery backup time",Yes,Windows 10,"Height: 18.0 mm – 19.9 mm (0.71-0.78)
Width: 363.96 mm (14.33)
Depth: 249 mm (9.80)",2.2 kg,not found
Dell Inspiron 15 3501 15.6 Full HD Display Core i3 11th Gen 4GB RAM 1TB HDD Laptop (Soft Mint),Dell,Inspiron 15 3501,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)",4GB DDR4 3200 MHz RAM (Extra Ram Slot Available),Intel UHD Graphics ,Integrated widescreen HD (720p) Webcam with Single Digital Microphone,Wireless: 802.11ac 1x1 WiFi and Bluetooth,"42Wh battery unit, 5 hours Battery backup time",Yes,Windows 10,"Height: 18.0 mm – 19.9 mm (0.71-0.78)
Width: 363.96 mm (14.33)
Depth: 249 mm (9.80)",2.2 kg,not found
Dell Inspiron 15 3501 15.6 Full HD Display Core i3 11th Gen 4GB RAM 1TB HDD Laptop (Black),Dell,Inspiron 15 3501,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)",4GB DDR4 3200MHz RAM (Extra RAM Slot Available),Intel UHD Graphics ,Integrated widescreen HD (720p) Webcam with Single Digital Microphone,Wireless: 802.11ac 1x1 WiFi and Bluetooth,"42Wh battery unit, 5 hours Battery backup time",Yes,Windows 10,"Height: 18.0 mm – 19.9 mm (0.71-0.78)
Width: 363.96 mm (14.33)
Depth: 249 mm (9.80)",2.2 kg,not found
Dell Inspiron 15 3501 15.6 Full HD Display Core i3 11th Gen 4GB RAM 1TB HDD 128GB SSD Laptop (White),Dell,Inspiron 15 3501,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)",4GB DDR4 RAM (Extra RAM Slot Available),Intel UHD Graphics ,Integrated widescreen HD (720p) Webcam with Single Digital Microphone,Wireless: 802.11ac 1x1 WiFi and Bluetooth,"42Wh battery unit, 5 hours Battery backup time",Yes,Windows 10,"Height: 18.0 mm – 19.9 mm (0.71-0.78)
Width: 363.96 mm (14.33)
Depth: 249 mm (9.80)",2.2 kg,not found
Dell Inspiron 14 7420 14 Inch Full HD Touch Display Core i7 12th Gen 16GB RAM 512GB SSD 2 In 1 Laptop with MX550 2GB Graphics,Dell,Inspiron 14 7420,"12th Gen Intel Core i7-1255U (12 MB cache, 10 cores, 12 threads, up to 4.70 GHz Turbo)
","16 GB, 2 x 8 GB, DDR4, 3200 MHz
","NVIDIA GeForce MX550, 2 GB GDDR6
","1080p at 30 fps, FHD camera",Intel Wi-Fi 6E (6GHz) AX211 2x2,"4 Cell, 54 Wh, integrated
","65 Watt Type-C Rugged Adapter (TCO Gen9 Compliance)
","Windows 11 Home
","Height (Front): 0.62"" (15.70 mm) 
Height (Rear): 0.70"" (17.86 mm) 
Width: 12.36"" (314 mm) 
Depth: 8.96"" (227.50 mm) ",3.61 lbs. (1.63 kg),not found
Dell Inspiron 14 7420 14 Inch Full HD Touch Display Core i5 12th Gen 8GB RAM 512GB SSD 2 in 1 Laptop,Dell,Inspiron 14 7420,"Processor 12th Gen Intel Core i5-1235U (12 MB cache, 10 cores, 12 threads, 3.30 GHz up to 4.40 GHz Turbo)","8GB LPDDR4 3200MHz RAM
","Intel Iris Xe Graphics
","1080p at 30 fps, FHD camera",Intel Wi-Fi 6E (6GHz) AX211 2x2,"4 Cell, 54 Wh, integrated
","65W Type-C EPEAT Adapter
","Windows 11 Home
","Height (Front): 0.62"" (15.70 mm) 
Height (Rear): 0.70"" (17.86 mm) 
Width: 12.36"" (314 mm) 
Depth: 8.96"" (227.50 mm) ",3.61 lbs. (1.63 kg),not found
Dell Inspiron 14 5402 14 inch Full HD display Core i7 11th Gen 8GB RAM 512GB SSD laptop with MX330 2GB graphics,Dell,Inspiron 14 5402,"11th Generation Intel Core i7-1165G7 Processor (12MB Cache, up to 4.7 GHz)",8GB (1x8GB) DDR4 3200MHz RAM,"NVIDIA GeForce MX330 with 2GB GDDR5 graphics
Intel Iris Xe Graphics
",Webcam HD 720p,Intel Wi-Fi 6 2x2 (Gig+,"4-Cell Battery, 53WHr (Integrated)","65 Watt AC adapter
","Windows 10 Home
","Height: 16.74 mm – 17.90 mm (0.66” – 0.70”) x Width: 321.3 mm (12.65"") x Depth: 216.15 mm (8.51"")","1.429 kg (3.15 lbs)
",not found
Dell Inspiron 14 5402 14 inch Full HD display Core i5 11th Gen 8GB RAM 512GB SSD laptop with MX330 2GB graphics,Dell,Inspiron 14 5402,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
",8GB (1x8GB) DDR4 3200MHz RAM(Extra RAM Slot available),"NVIDIA GeForce MX330 with 2GB GDDR5 graphics
",Webcam HD 720p,802.11ac 2x2 Wi-Fi,"4-Cell Battery, 53WHr (Integrated)","65 Watt AC adapter
","Windows 10 Home
","Height: 16.74 mm – 17.90 mm (0.66” – 0.70”) x Width: 321.3 mm (12.65"") x Depth: 216.15 mm (8.51"")","1.429 kg (3.15 lbs)
",not found
Dell Inspiron 13 7306 13.3 inch Full HD Multi-Touch Display Core i5 11th Gen 8GB RAM 512GB SSD 2 in 1 Laptop,Dell,Inspiron 13 7306,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
","8GB LPDDR4x 3200MHz RAM
","Intel Iris Xe Graphics
",Infrared IR HD 720p Camera,"Intel Wi-Fi 6 2x2 (Gig+)
","4-Cell Battery, 60 Whr (Integrated)
",Yes,"Windows 10 Home
","Height: 15.94 mm – 16.74 mm (0.63 – 0.66) x Width: 305.19 mm (12.02) x Depth: 206.40 mm (8.13)
",Starting Weight: 1.274 kg (2.81lbs),not found
Dell Inspiron 13 5310 13.3 inch QHD+ IPS Display Core i7 11th Gen 8GB Ram 512GB SSD Laptop,Dell,Inspiron 13 5310,"Intel Core i7 11370H Processor (12 MB Cache, up to 4.8 GHz)
","8GB LPDDR4 4267 MHz RAM
","Intel Iris Xe Graphics
",720p HD RGB Camera,"Wi-Fi 6 2x2 (Gig+)
", 4-cell 54WHr battery,Yes,"Windows 10 Home
","296.78 x 210 x 13.9 - 17.2mm
","1.26 kg
",not found
Dell Inspiron 13 5301 13.3 inch Full HD Display Core i5 11th 8GB Ram 512GB SSD Laptop with MX350 2GB Graphics,Dell,Inspiron 13 5301,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
","8GB onboard LPDDR4 3200MHz RAM
","NVIDIA GeForce MX350 with 2GB GDDR5 graphics memory
",HD RGB camera with dual-array microphones,"802.11ac 2x2 WiFi
","3-Cell Battery, 40WHr (Integrated)
",Yes,Windows 10 Home,"Width: 305.96 mm x Depth: 203.40 mm x Height : 15.85 mm (0.62"")
","Starting weight: 1.08 kg (2.38 lb)
Maximum weight: 1.23 kg (2.71 lb)",not found
ASUS ZENBOOK S13 UM5302TA 13.3 INCH OLED 2.8K Touch DISPLAY RYZEN 7 6800U 16GB RAM 1TB SSD LAPTOP,Asus,UM5302TA,"AMD Ryzen 7 6800U 2.7GHz up to 4.7 GHz
","16GB (on board) LPDDR5
","AMD Radeon Graphics
",720p HD IR webcam with Windows Hello support,"Wi-Fi 6E(802.11ax) (Dual band) 2*2Bluetooth 5
","4S1P, 4-cell Li-ion
67WHrs Capacity","TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal
","Windows 11 Home
","29.67 x 21.05 x 1.49 ~ 1.49 cm
","1.10 kg
",not found
Asus ZenBook S UX393EA 13.9-inch 3.3K IPS Touchscreen Display Core i7 11th Gen 16GB RAM 1TB SSD Laptop,Asus,ZenBook S UX393EA,"Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)
","16GB 3200MHz LPDDR4X on board, Memory Max Up to 32GB","Intel Iris Plus Graphics
","HD camera with IR function to support Windows Hello
Without privacy shutter",802.11ax+Bluetooth 5.0 (Dual band) 2*2,"67WHrs, 4S1P, 4-cell Li-ion
","TYPE-C, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal
","Windows 10
","30.60 x 22.40 x 1.57 ~ 1.57 cm (12.05"" x 8.82"" x 0.62"" ~ 0.62"")
","1.35 kg (2.98 lbs)
",not found
ASUS ZENBOOK PRO 16X OLED UX7602ZM-ME132W 16 INCH OLED 4K DISPLAY 32GB RAM 1TB SSD LAPTOP WITH RTX 3060 6GB GRAPHICS,Asus,Zenbook Pro 16X OLED UX7602ZM-ME132W,"Intel i9-12900H 2.5 GHz up to 5.0 GHz 
14 (Performance-cores: 6, Efficient-cores: 8)
20 Thread
24 MB CPU Cache
","32GB (on board) LPDDR5
","Intel Iris Xe Graphics 
NVIDIA GeForce RTX 3060 6GB GDDR6",FHD camera with IR function to support Windows Hello,"Wi-Fi 6E(802.11ax) (Dual band) 2*2 
Bluetooth 5
","3S2P, 6-cell Li-ion 
96WHrs
","ø6.0, 200W AC Adapter, Output: 20V DC, 10A, 200W, Input: 100~240V AC 50/60Hz universal
","Windows 11 Home
",not found,"2.40 kg 
2.20 kg (without Battery)",not found
Asus Zenbook Flip S UX371EA 13.3-Inch 4K UHD OLED Display Core i7 11th Gen 16GB RAM 1TB SSD Multi-Touch 2-in-1 Laptop,Asus,Zenbook Flip S UX371EA,"Intel Core i7-1165G7 processor
2.8 GHz quad-core with Turbo Boost (up to 4.7 GHz) and 12 MB cache", 16 GB 4266 MHz LPDDR4x,"
Intel Iris Xe Graphics",IR webcam with Windows Hello support,Intel WiFi 6 with Gig+ performance (802.11ax),"Up to 15 hours battery life3
67 Wh 4-cell lithium-polymer battery","65 W power adaptor
Plug Type: USB-C",Windows 10,"Height: 1.39 cm (0.55 inches)
Width: 30.5 cm (12.01 inches)
Depth: 21.1 cm (8.31 inches)",With standard display approx. 1.2 kg (approx. 2.65 pounds),not found
Asus Zenbook Flip 13 UX363EA 13.3-Inch Full HD Display Core i7 11th Gen 16GB RAM 512GB SSD Multi-Touch 2-in-1 Laptop,Asus,ZenBook Flip 13 UX363EA,11th Gen Intel Core i7 1165G7 (2.80GHz-4.70GHz),"16GB 3200MHz LPDDR4x RAM
","Intel Iris Plus Graphics
",3D IR HD camera with Windows Hello support,"LAN: USB-A to LAN dongle (optional);
Wi-Fi: Intel WiFi 6 with Gig+ performance (802.11ax)","Up to 22 hours battery life; 67Wh 4-cell lithium-polymer battery
","65W power adaptor; Plug Type: Type C; (Output: 20V DC, 65W); (Input: 100-240V AC, 50/60Hz universal)
","Windows 10
","Height: 1.39cm (0.54 inches);
Width: 30.4cm (11.9 inches);
Depth: 20.3cm (7.99 inches); ","With 1W FHD display approx. 1.07kg (approx. 2.35 pounds);
With standard FHD display approx. 1.11Kg (approx. 2.45 pounds)
",not found
